"","X","id","scenario","decider","acceptance","agreement","importance","age","gender","duration","trust","voter_influence","big5_agreeableness","big5_extraversion","big5_neuroticism","big5_conscientiousness","big5_openness","date_time","last_access","swing_voter","voting_intention","voting_pref","voting_pref_strength","one_party"
"1595",1595,412,"religious_education","experts",0.333333343267441,4,5,67,"male",1008,-0.333333343267441,"almost no influence",2.33333325386047,5,3,5,4,"2011-03-19 09:01:05","2011-03-19 09:17:53",1,"Pirate Party","other",4,0
"1596",1596,77,"nuclear_energy","party general",0.16666667163372,3,4,40,"female",672,0.333333343267441,"some influence",3,3.5,2.5,4,3,"2011-03-17 18:59:27","2011-03-17 19:10:39",1,"Greens","Greens",3,0
"1597",1597,59,"central_exam","party general",-0.333333343267441,3,2,29,"male",389,-0.333333343267441,"almost no influence",3.66666674613953,3.5,2.5,4.5,2.5,"2011-03-17 17:42:20","2011-03-17 17:48:49",0,"SPD","SPD",3,1
"1598",1598,616,"nuclear_energy","CDU",-0.5,3,3,40,"male",705,1,"some influence",3.66666674613953,1.5,2,2.5,1.5,"2011-03-21 18:05:04","2011-03-21 18:16:49",0,"Free Voters","CDU",3,1
"1599",1599,344,"nuclear_energy","party general",1,4,4,19,"female",1181,1,"don't know",3.33333325386047,3,4,4.5,3,"2011-03-18 17:48:44","2011-03-18 18:08:25",0,"Greens","Greens",5,1
"1600",1600,53,"religious_education","SPD",-0.16666667163372,4,4,22,"male",502,0.333333343267441,"strong influence",3.66666674613953,1.5,2,3.5,4.5,"2011-03-17 17:27:35","2011-03-17 17:35:57",1,"Greens","no favoured party",0,0
"1601",1601,131,"nuclear_energy","SPD",0.5,4,5,44,"female",608,1,"strong influence",3.33333325386047,4,2.5,3,4,"2011-03-18 04:39:12","2011-03-18 04:49:20",0,"Greens","Greens",5,1
"1602",1602,43,"central_exam","SPD",0.333333343267441,3,1,40,"male",545,1.33333337306976,"almost no influence",2.33333325386047,3.5,2,1.5,3.5,"2011-03-17 16:54:23","2011-03-17 17:03:28",1,"Pirate Party","other",4,0
"1603",1603,281,"central_exam","experts",0.5,3,3,57,"female",1552,1,"no response",3.66666674613953,4,3,3.5,5,"2011-03-18 14:55:16","2011-03-18 15:21:08",0,"SPD","SPD",4,1
"1604",1604,504,"religious_education","referendum",0.333333343267441,3,3,30,"female",811,1,"some influence",3.66666674613953,3,4,3.5,2,"2011-03-20 17:59:53","2011-03-20 18:13:24",1,"FDP","FDP",3,1
"1605",1605,584,"nuclear_energy","CDU",0.666666686534882,3,4,42,"male",809,1.33333337306976,"some influence",3.66666674613953,3.5,2.5,4.5,4.5,"2011-03-21 16:45:29","2011-03-21 16:59:03",1,"CDU","CDU",4,0
"1606",1606,565,"religious_education","CDU",-1.5,3,3,25,"male",534,0,"almost no influence",2,1,1.5,3.5,4,"2011-03-21 15:39:16","2011-03-21 15:48:10",1,"SPD","CDU",5,1
"1607",1607,288,"religious_education","SPD",0.833333313465118,4,4,28,"female",859,0.333333343267441,"some influence",3,4.5,2.5,4.5,5,"2011-03-18 15:16:27","2011-03-18 15:30:46",0,"CDU","CDU",3,1
"1608",1608,845,"central_exam","experts",1,3,3,54,"female",843,1,"almost no influence",4,2,3,4.5,3,"2011-03-23 09:06:10","2011-03-23 09:20:13",0,"Left Party","Left Party",3,1
"1609",1609,197,"central_exam","party general",0.333333343267441,3,3,53,"male",349,-0.333333343267441,"almost no influence",3,3,3.5,3.5,4,"2011-03-18 11:43:15","2011-03-18 11:49:05",NA,"I would not vote","CDU",2,0
"1610",1610,57,"central_exam","experts",1,4,3,40,"male",291,1.66666662693024,"strong influence",3,4.5,1.5,4.5,4.5,"2011-03-17 17:37:54","2011-03-17 17:42:51",0,"SPD","SPD",5,1
"1611",1611,606,"central_exam","referendum",0.333333343267441,3,2,29,"male",503,1.33333337306976,"some influence",3,3.5,3,3.5,4,"2011-03-21 17:39:20","2011-03-21 17:47:43",0,"Greens","Greens",4,1
"1612",1612,132,"nuclear_energy","SPD",-1,3,3,70,"male",627,0,"strong influence",2.66666674613953,4,1.5,4,4,"2011-03-18 04:59:05","2011-03-18 05:09:32",0,"SPD","SPD",5,1
"1613",1613,661,"religious_education","experts",0.666666686534882,3,3,48,"female",1268,0.333333343267441,"some influence",3.33333325386047,4,2.5,4,3.5,"2011-03-21 20:13:49","2011-03-21 20:34:57",0,"SPD","SPD",3,1
"1614",1614,229,"nuclear_energy","experts",1,4,4,21,"female",925,1,"strong influence",3.33333325386047,3,3,2.5,4.5,"2011-03-18 12:42:49","2011-03-18 12:58:14",1,"CDU","CDU",3,1
"1615",1615,887,"central_exam","experts",1,4,4,53,"female",1152,1,"some influence",3.33333325386047,3,4,3,4.5,"2011-03-23 15:03:36","2011-03-23 15:22:48",0,"Greens","Greens",4,1
"1616",1616,402,"central_exam","referendum",0.5,3,3,61,"male",740,0,"some influence",3,3,3.5,4.5,3,"2011-03-19 06:57:31","2011-03-19 07:09:51",1,"CDU","CDU",3,1
"1617",1617,402,"nuclear_energy","referendum",0.5,3,5,61,"male",740,0,"some influence",3,3,3.5,4.5,3,"2011-03-19 06:57:31","2011-03-19 07:09:51",1,"CDU","CDU",3,1
"1618",1618,138,"nuclear_energy","experts",0.333333343267441,3,3,37,"female",491,1.33333337306976,"some influence",4.33333349227905,4.5,3.5,3.5,3.5,"2011-03-18 08:02:52","2011-03-18 08:11:03",1,"FDP","FDP",3,1
"1619",1619,386,"religious_education","experts",0.833333313465118,4,5,43,"male",441,0.333333343267441,"some influence",3,4.5,1.5,3.5,3,"2011-03-18 22:18:38","2011-03-18 22:25:59",0,"Pirate Party","CDU",3,1
"1620",1620,65,"religious_education","party general",0.333333343267441,3,4,47,"male",503,1.33333337306976,"strong influence",3.33333325386047,3.5,2,3.5,3,"2011-03-17 17:54:23","2011-03-17 18:02:46",0,"CDU","CDU",4,1
"1621",1621,40,"religious_education","CDU",-1.16666662693024,3,4,24,"male",460,0.666666686534882,"strong influence",4,3.5,2.5,3.5,3,"2011-03-17 16:36:15","2011-03-17 16:43:55",1,"SPD","SPD",5,1
"1622",1622,53,"central_exam","SPD",-0.5,3,4,22,"male",502,0.333333343267441,"strong influence",3.66666674613953,1.5,2,3.5,4.5,"2011-03-17 17:27:35","2011-03-17 17:35:57",1,"Greens","no favoured party",0,0
"1623",1623,821,"religious_education","referendum",0.666666686534882,4,4,52,"female",1031,1.33333337306976,"some influence",3.66666674613953,4,3,4.5,5,"2011-03-22 22:13:18","2011-03-22 22:30:30",0,"Greens","Greens",4,1
"1624",1624,853,"nuclear_energy","experts",1,4,5,45,"female",683,0,"almost no influence",1.66666662693024,5,3,5,5,"2011-03-23 10:04:20","2011-03-23 10:15:44",1,"NPD","Greens",3,0
"1625",1625,616,"central_exam","CDU",0.833333313465118,4,3,40,"male",705,1,"some influence",3.66666674613953,1.5,2,2.5,1.5,"2011-03-21 18:05:04","2011-03-21 18:16:49",0,"Free Voters","CDU",3,1
"1626",1626,772,"religious_education","experts",1,4,4,41,"female",1660,-0.666666686534882,"some influence",3,2,5,4,5,"2011-03-22 16:16:05","2011-03-22 16:43:45",1,"Pirate Party","other",5,1
"1627",1627,595,"central_exam","SPD",-0.666666686534882,3,3,43,"male",708,1,"some influence",3,2,3,3.5,4,"2011-03-21 17:16:25","2011-03-21 17:28:13",1,"SPD","Greens",3,1
"1628",1628,605,"central_exam","CDU",0.333333343267441,4,1,33,"male",695,0.333333343267441,"some influence",3,2,3,4,2,"2011-03-21 17:38:46","2011-03-21 17:50:21",0,"CDU","CDU",3,1
"1629",1629,559,"central_exam","referendum",1,4,3,25,"male",531,-0.333333343267441,"strong influence",2.66666674613953,4.5,3,2,2.5,"2011-03-21 14:15:21","2011-03-21 14:24:12",0,"CDU","CDU",5,1
"1630",1630,223,"religious_education","CDU",0.833333313465118,4,4,50,"male",709,1,"some influence",2.66666674613953,4,2,3,4,"2011-03-18 12:35:14","2011-03-18 12:47:03",0,"SPD","SPD",4,1
"1631",1631,396,"religious_education","referendum",0.5,3,3,45,"male",589,1.33333337306976,"strong influence",3.33333325386047,4.5,1,5,3.5,"2011-03-19 04:37:44","2011-03-19 04:47:34",0,"SPD","CDU",4,1
"1632",1632,675,"central_exam","experts",0.666666686534882,4,3,29,"male",2001,0.333333343267441,"some influence",3,4.5,2,3.5,5,"2011-03-21 21:08:34","2011-03-21 21:41:55",1,"REP","SPD",3,0
"1633",1633,869,"religious_education","referendum",0.5,3,4,60,"female",807,1.33333337306976,"some influence",3.66666674613953,3.5,4,5,4.5,"2011-03-23 12:08:32","2011-03-23 12:21:59",0,"SPD","SPD",4,1
"1634",1634,782,"religious_education","SPD",0.333333343267441,3,3,40,"female",474,1,"some influence",4.33333349227905,3.5,1.5,5,3.5,"2011-03-22 16:58:24","2011-03-22 17:06:18",1,"I would not vote","no favoured party",0,0
"1635",1635,356,"nuclear_energy","SPD",0.333333343267441,4,5,51,"male",434,2,"strong influence",3.66666674613953,3.5,4,4,3,"2011-03-18 18:47:32","2011-03-18 18:54:46",0,"CDU","CDU",5,1
"1636",1636,364,"religious_education","referendum",0.16666667163372,3,1,25,"female",547,1,"some influence",3,3.5,1.5,4.5,4,"2011-03-18 19:27:41","2011-03-18 19:36:48",1,"Greens","no favoured party",0,0
"1637",1637,809,"central_exam","party general",0.5,4,4,48,"female",773,2,"almost no influence",4.33333349227905,5,2.5,5,4,"2011-03-22 19:27:37","2011-03-22 19:40:31",1,"CDU","FDP",3,1
"1638",1638,394,"central_exam","referendum",1,4,4,35,"male",488,0,"strong influence",3.66666674613953,2.5,2.5,3,2,"2011-03-19 00:38:35","2011-03-19 00:46:44",1,"SPD","SPD",3,1
"1639",1639,451,"nuclear_energy","party general",-0.333333343267441,3,3,57,"female",483,1,"some influence",4,3.5,2.5,4,3.5,"2011-03-19 15:27:01","2011-03-19 15:35:04",0,"I would not vote","other",1,0
"1640",1640,210,"nuclear_energy","SPD",0,3,2,56,"male",815,1,"almost no influence",4,4,2.5,3.5,3.5,"2011-03-18 12:09:21","2011-03-18 12:22:56",1,"SPD","SPD",2,1
"1641",1641,391,"religious_education","SPD",-2.16666674613953,4,4,31,"male",779,0.333333343267441,"some influence",3,2.5,4,4,2.5,"2011-03-18 22:49:37","2011-03-18 23:02:36",0,"CDU","CDU",4,1
"1642",1642,632,"religious_education","party general",0.333333343267441,4,2,48,"female",553,0.333333343267441,"some influence",2.33333325386047,3,3.5,2,5,"2011-03-21 18:45:30","2011-03-21 18:54:43",1,"Greens","SPD",3,1
"1643",1643,305,"central_exam","referendum",0.16666667163372,3,3,51,"male",682,0.666666686534882,"strong influence",3.33333325386047,3,3,5,4,"2011-03-18 16:07:33","2011-03-18 16:18:55",1,"Greens","Greens",3,0
"1644",1644,390,"religious_education","CDU",0.5,3,3,58,"male",585,1,"almost no influence",3.33333325386047,4,2,4,4,"2011-03-18 22:44:22","2011-03-18 22:54:07",0,"SPD","SPD",5,1
"1645",1645,239,"nuclear_energy","referendum",0.833333313465118,4,5,56,"male",787,0,"almost no influence",2.66666674613953,3,1,4,3.5,"2011-03-18 13:08:59","2011-03-18 13:22:06",1,"SPD","CDU",3,1
"1646",1646,115,"nuclear_energy","CDU",-0.666666686534882,4,5,28,"male",1055,1,"some influence",3.33333325386047,3,2,2.5,3,"2011-03-17 21:31:07","2011-03-17 21:48:43",1,"Greens","CDU",3,1
"1647",1647,506,"religious_education","CDU",-0.333333343267441,4,3,23,"male",455,0,"some influence",2.66666674613953,3,3,3,3,"2011-03-20 18:40:03","2011-03-20 18:47:38",NA,"SPD","SPD",3,0
"1648",1648,226,"central_exam","SPD",0.333333343267441,3,3,65,"female",1498,0.333333343267441,"almost no influence",3.66666674613953,3.5,1,5,4.5,"2011-03-18 12:39:19","2011-03-18 13:04:17",NA,"I would not vote","Greens",3,0
"1649",1649,562,"religious_education","experts",0.16666667163372,3,3,29,"female",446,0.666666686534882,"some influence",4,2.5,4,3.5,2,"2011-03-21 14:38:07","2011-03-21 14:45:33",1,"Greens","Greens",4,1
"1650",1650,227,"central_exam","referendum",0,3,2,50,"male",809,0.666666686534882,"some influence",3.33333325386047,2.5,4,3.5,1.5,"2011-03-18 12:41:51","2011-03-18 12:55:25",1,"Greens","Greens",4,1
"1651",1651,274,"religious_education","CDU",0.666666686534882,3,4,24,"female",849,0.666666686534882,"some influence",3.33333325386047,1.5,4.5,4,4.5,"2011-03-18 14:38:06","2011-03-18 14:52:15",1,"Greens","no favoured party",0,0
"1652",1652,74,"central_exam","CDU",0.16666667163372,3,4,25,"male",651,0.333333343267441,"some influence",3,4.5,2,4.5,4.5,"2011-03-17 18:31:35","2011-03-17 18:42:26",0,"Left Party","Left Party",4,1
"1653",1653,408,"central_exam","SPD",-1,3,3,26,"male",261,0.666666686534882,"strong influence",3,3,3,3,3,"2011-03-19 08:06:17","2011-03-19 08:10:38",0,"NPD","DVU/REP/NPD",5,1
"1654",1654,833,"central_exam","CDU",-0.333333343267441,4,3,47,"female",585,1.66666662693024,"some influence",3.33333325386047,4,2.5,3,3.5,"2011-03-23 07:24:22","2011-03-23 07:34:07",0,"Greens","SPD",3,1
"1655",1655,444,"nuclear_energy","party general",1,4,5,22,"female",330,0.666666686534882,"strong influence",3.66666674613953,3,4.5,3,3,"2011-03-19 13:43:52","2011-03-19 13:49:22",1,"SPD","SPD",4,1
"1656",1656,381,"religious_education","referendum",-0.833333313465118,3,3,43,"female",900,-0.666666686534882,"almost no influence",3,3,3,4,3.5,"2011-03-18 21:39:33","2011-03-18 21:54:33",1,"REP","DVU/REP/NPD",4,0
"1657",1657,327,"central_exam","referendum",0.333333343267441,3,2,28,"male",586,1,"strong influence",3.66666674613953,2,3,3.5,4,"2011-03-18 17:05:10","2011-03-18 17:14:56",1,"Greens","CDU",3,1
"1658",1658,746,"nuclear_energy","party general",-0.16666667163372,3,2,45,"female",1124,0.333333343267441,"almost no influence",3.66666674613953,5,2,5,4,"2011-03-22 13:24:27","2011-03-22 13:43:11",1,"FDP","SPD",3,0
"1659",1659,872,"religious_education","SPD",0.16666667163372,3,1,54,"male",944,0.333333343267441,"strong influence",2.66666674613953,4,1.5,3,3,"2011-03-23 12:45:55","2011-03-23 13:01:39",0,"SPD","SPD",5,1
"1660",1660,229,"religious_education","experts",-0.333333343267441,3,1,21,"female",925,1,"strong influence",3.33333325386047,3,3,2.5,4.5,"2011-03-18 12:42:49","2011-03-18 12:58:14",1,"CDU","CDU",3,1
"1661",1661,448,"religious_education","SPD",0.666666686534882,4,4,44,"male",491,0.333333343267441,"some influence",3,5,2,3.5,3.5,"2011-03-19 14:30:27","2011-03-19 14:38:39",0,"CDU","CDU",5,1
"1662",1662,153,"central_exam","CDU",-1,3,3,40,"male",295,0.666666686534882,"no response",3.66666674613953,2.5,4,4.5,2,"2011-03-18 09:48:53","2011-03-18 09:53:48",NA,"I would not vote","SPD",3,0
"1663",1663,833,"nuclear_energy","CDU",1,4,4,47,"female",585,1.66666662693024,"some influence",3.33333325386047,4,2.5,3,3.5,"2011-03-23 07:24:22","2011-03-23 07:34:07",0,"Greens","SPD",3,1
"1664",1664,405,"nuclear_energy","CDU",0.5,3,3,48,"male",484,-0.333333343267441,"almost no influence",2,4,2.5,4,3,"2011-03-19 07:36:48","2011-03-19 07:44:52",0,"SPD","SPD",4,1
"1665",1665,444,"religious_education","party general",0.833333313465118,3,4,22,"female",330,0.666666686534882,"strong influence",3.66666674613953,3,4.5,3,3,"2011-03-19 13:43:52","2011-03-19 13:49:22",1,"SPD","SPD",4,1
"1666",1666,340,"religious_education","referendum",1,4,5,48,"male",1151,0.333333343267441,"some influence",2.66666674613953,3.5,2.5,4.5,3.5,"2011-03-18 17:41:09","2011-03-18 18:00:20",0,"CDU","CDU",4,1
"1667",1667,389,"nuclear_energy","CDU",0.333333343267441,3,4,30,"male",358,1,"some influence",3.33333325386047,3.5,2.5,2.5,2.5,"2011-03-18 22:38:42","2011-03-18 22:44:40",0,"Greens","SPD",3,1
"1668",1668,473,"religious_education","referendum",0,3,1,44,"female",522,1,"strong influence",3,3.5,2,3.5,4.5,"2011-03-20 08:44:26","2011-03-20 08:53:13",0,"Greens","CDU",3,1
"1669",1669,580,"nuclear_energy","referendum",0.833333313465118,4,5,35,"female",402,0.333333343267441,"some influence",4,2,4,4,4.5,"2011-03-21 16:39:54","2011-03-21 16:46:37",0,"FDP","FDP",3,1
"1670",1670,672,"central_exam","experts",1,4,5,26,"male",539,0.666666686534882,"some influence",3,3.5,1.5,4.5,4,"2011-03-21 20:57:52","2011-03-21 21:06:51",0,"CDU","CDU",4,1
"1671",1671,161,"nuclear_energy","CDU",0.333333343267441,4,1,60,"male",558,0,"almost no influence",3.66666674613953,2.5,2,3,4,"2011-03-18 10:36:07","2011-03-18 10:45:25",1,"REP","other",3,0
"1672",1672,481,"central_exam","party general",0.666666686534882,3,2,30,"male",521,1,"almost no influence",3,2.5,1.5,4,3,"2011-03-20 10:29:05","2011-03-20 10:37:47",1,"SPD","CDU",3,1
"1673",1673,358,"religious_education","SPD",0.5,3,4,69,"female",959,2,"strong influence",3.33333325386047,3.5,2.5,3.5,3.5,"2011-03-18 19:00:24","2011-03-18 19:16:23",0,"SPD","SPD",4,1
"1674",1674,680,"central_exam","SPD",-0.666666686534882,3,1,45,"male",995,0.333333343267441,"don't know",4,3,2.5,3.5,2,"2011-03-21 21:53:11","2011-03-21 22:09:46",0,"CDU","CDU",4,1
"1675",1675,370,"nuclear_energy","SPD",1,4,5,51,"female",744,1.33333337306976,"strong influence",3,3.5,3,3.5,4.5,"2011-03-18 20:10:46","2011-03-18 20:23:10",1,"SPD","SPD",4,1
"1676",1676,334,"nuclear_energy","experts",-1,3,3,57,"male",370,1,"almost no influence",3,3,3,3,3,"2011-03-18 17:34:23","2011-03-18 17:40:33",0,"I would not vote","other",3,1
"1677",1677,235,"nuclear_energy","referendum",0.666666686534882,3,3,53,"male",534,0.333333343267441,"almost no influence",2.66666674613953,4.5,3.5,3.5,3,"2011-03-18 13:04:11","2011-03-18 13:13:05",1,"Pirate Party","FDP",3,1
"1678",1678,99,"nuclear_energy","CDU",0.5,4,4,22,"female",877,1.33333337306976,"some influence",4,2.5,2.5,4,3,"2011-03-17 20:11:32","2011-03-17 20:26:10",0,"Greens","Greens",4,1
"1679",1679,355,"religious_education","SPD",0.5,4,3,47,"male",659,0.333333343267441,"some influence",3.66666674613953,2.5,4,3,1.5,"2011-03-18 18:45:52","2011-03-18 18:56:51",0,"SPD","SPD",3,1
"1680",1680,604,"central_exam","referendum",0.5,3,1,37,"female",995,1,"some influence",3.66666674613953,2.5,2,4.5,3,"2011-03-21 17:35:59","2011-03-21 17:52:34",0,"I would not vote","no favoured party",0,0
"1681",1681,835,"central_exam","CDU",0.833333313465118,3,4,60,"female",472,1.33333337306976,"some influence",3.33333325386047,3,3,3.5,3.5,"2011-03-23 07:35:57","2011-03-23 07:43:49",0,"SPD","SPD",4,1
"1682",1682,365,"nuclear_energy","SPD",0.333333343267441,3,3,68,"male",1956,0,"strong influence",3,3.5,3.5,5,5,"2011-03-18 19:34:45","2011-03-18 20:07:21",1,"CDU","CDU",3,0
"1683",1683,64,"nuclear_energy","SPD",1,4,4,38,"female",490,0.666666686534882,"almost no influence",3.66666674613953,3,2.5,3,5,"2011-03-17 17:53:59","2011-03-17 18:02:09",1,"SPD","no favoured party",0,0
"1684",1684,569,"nuclear_energy","referendum",0.5,4,4,34,"male",915,-0.333333343267441,"almost no influence",3,2,5,3.5,3.5,"2011-03-21 15:42:55","2011-03-21 15:58:10",0,"CDU","CDU",5,1
"1685",1685,626,"religious_education","CDU",0.666666686534882,3,3,40,"female",615,1,"strong influence",3,3.5,3,4.5,5,"2011-03-21 18:28:02","2011-03-21 18:38:17",0,"SPD","SPD",5,1
"1686",1686,228,"nuclear_energy","referendum",0.5,3,3,54,"male",851,1,"almost no influence",4.33333349227905,2.5,2,4.5,2.5,"2011-03-18 12:42:13","2011-03-18 12:56:24",1,"Pirate Party","FDP",4,1
"1687",1687,441,"religious_education","party general",0,3,2,52,"female",926,1,"strong influence",4,3,3.5,4,3,"2011-03-19 13:16:55","2011-03-19 13:32:21",0,"CDU","CDU",4,1
"1688",1688,321,"religious_education","party general",0,4,4,67,"female",1471,0,"almost no influence",4.33333349227905,3,2.5,4,3,"2011-03-18 16:44:43","2011-03-18 17:09:14",0,"FDP","FDP",1,0
"1689",1689,390,"nuclear_energy","CDU",0.833333313465118,4,5,58,"male",585,1,"almost no influence",3.33333325386047,4,2,4,4,"2011-03-18 22:44:22","2011-03-18 22:54:07",0,"SPD","SPD",5,1
"1690",1690,550,"nuclear_energy","SPD",0,3,4,29,"male",428,0,"some influence",2.66666674613953,2.5,1,3.5,2.5,"2011-03-21 13:31:13","2011-03-21 13:38:21",0,"Ecological Party","CDU",3,1
"1691",1691,859,"religious_education","party general",0.5,3,3,42,"female",744,0,"some influence",2.33333325386047,4,1.5,4.5,4,"2011-03-23 10:40:08","2011-03-23 10:52:33",1,"Greens","SPD",3,1
"1692",1692,539,"religious_education","referendum",-0.333333343267441,3,1,31,"male",1971,0.666666686534882,"almost no influence",2.66666674613953,2,2,2.5,2,"2011-03-21 12:38:14","2011-03-21 13:11:05",1,"Greens","Greens",4,1
"1693",1693,225,"nuclear_energy","SPD",1,4,5,61,"female",1042,0.333333343267441,"strong influence",3.33333325386047,4.5,4,3,3.5,"2011-03-18 12:37:48","2011-03-18 12:55:11",1,"SPD","SPD",4,1
"1694",1694,629,"nuclear_energy","SPD",0.333333343267441,4,3,29,"male",568,0.333333343267441,"almost no influence",2.66666674613953,2.5,3.5,4,4,"2011-03-21 18:30:12","2011-03-21 18:39:40",NA,"I would not vote","no favoured party",0,0
"1695",1695,231,"central_exam","referendum",0.5,3,4,54,"male",592,1.33333337306976,"strong influence",2.66666674613953,4.5,3.5,1.5,3.5,"2011-03-18 13:00:47","2011-03-18 13:10:40",1,"FDP","CDU",3,0
"1696",1696,847,"religious_education","CDU",1,4,5,51,"male",1039,0.666666686534882,"almost no influence",3.33333325386047,4.5,2,4.5,4.5,"2011-03-23 09:25:43","2011-03-23 09:43:02",0,"Left Party","Left Party",4,1
"1697",1697,367,"nuclear_energy","experts",0.333333343267441,4,4,24,"female",1465,1,"strong influence",4,3.5,3,3.5,4.5,"2011-03-18 19:55:55","2011-03-18 20:20:20",1,"SPD","no favoured party",0,0
"1698",1698,316,"religious_education","referendum",0.666666686534882,3,4,58,"male",466,0,"some influence",3,3.5,2,3.5,2.5,"2011-03-18 16:36:08","2011-03-18 16:43:54",1,"Greens","Greens",3,1
"1699",1699,358,"central_exam","SPD",0.16666667163372,3,4,69,"female",959,2,"strong influence",3.33333325386047,3.5,2.5,3.5,3.5,"2011-03-18 19:00:24","2011-03-18 19:16:23",0,"SPD","SPD",4,1
"1700",1700,324,"religious_education","referendum",0.333333343267441,3,3,60,"female",943,0,"strong influence",4.33333349227905,2.5,3,4,3,"2011-03-18 16:53:14","2011-03-18 17:08:57",0,"SPD","SPD",5,1
"1701",1701,206,"central_exam","experts",1,4,4,64,"female",655,1,"strong influence",3.33333325386047,5,3,4.5,5,"2011-03-18 11:59:06","2011-03-18 12:10:01",0,"SPD","SPD",5,1
"1702",1702,397,"nuclear_energy","experts",-1.16666662693024,3,3,51,"female",682,0,"some influence",4.33333349227905,3.5,1.5,4,2.5,"2011-03-19 04:58:23","2011-03-19 05:09:45",0,"REP","DVU/REP/NPD",4,1
"1703",1703,681,"religious_education","SPD",0.333333343267441,3,3,63,"female",1005,1.33333337306976,"strong influence",4.33333349227905,3,4,4,4.5,"2011-03-21 21:53:12","2011-03-21 22:09:57",1,"Greens","Greens",3,1
"1704",1704,775,"central_exam","experts",0.5,3,4,61,"male",587,0,"strong influence",2.66666674613953,3,2.5,4.5,3,"2011-03-22 16:35:40","2011-03-22 16:45:27",0,"FDP","FDP",3,1
"1705",1705,100,"religious_education","referendum",-2,4,4,36,"female",466,-0.333333343267441,"no response",4.33333349227905,4.5,4,4.5,4,"2011-03-17 20:11:34","2011-03-17 20:19:20",1,"Greens","Left Party",3,0
"1706",1706,451,"religious_education","party general",0,3,2,57,"female",483,1,"some influence",4,3.5,2.5,4,3.5,"2011-03-19 15:27:01","2011-03-19 15:35:04",0,"I would not vote","other",1,0
"1707",1707,355,"nuclear_energy","SPD",1,4,5,47,"male",659,0.333333343267441,"some influence",3.66666674613953,2.5,4,3,1.5,"2011-03-18 18:45:52","2011-03-18 18:56:51",0,"SPD","SPD",3,1
"1708",1708,584,"central_exam","CDU",0,3,3,42,"male",809,1.33333337306976,"some influence",3.66666674613953,3.5,2.5,4.5,4.5,"2011-03-21 16:45:29","2011-03-21 16:59:03",1,"CDU","CDU",4,0
"1709",1709,301,"religious_education","party general",0.833333313465118,4,3,25,"male",1059,1.66666662693024,"strong influence",4,2,3.5,3,3.5,"2011-03-18 15:49:04","2011-03-18 16:06:43",1,"Pirate Party","other",4,1
"1710",1710,747,"religious_education","SPD",-2.83333325386047,4,4,51,"female",1081,0,"almost no influence",4.66666650772095,3,3,4.5,4.5,"2011-03-22 13:25:52","2011-03-22 13:43:54",0,"REP","DVU/REP/NPD",5,0
"1711",1711,580,"central_exam","referendum",0.833333313465118,4,4,35,"female",402,0.333333343267441,"some influence",4,2,4,4,4.5,"2011-03-21 16:39:54","2011-03-21 16:46:37",0,"FDP","FDP",3,1
"1712",1712,134,"religious_education","party general",0.5,3,2,39,"male",504,0,"almost no influence",3.33333325386047,2.5,4,5,2.5,"2011-03-18 06:09:39","2011-03-18 06:18:03",1,"SPD","SPD",4,1
"1713",1713,128,"religious_education","CDU",-0.5,3,2,18,"female",668,1,"strong influence",4,4,3,5,4.5,"2011-03-17 23:41:40","2011-03-17 23:52:49",0,"SPD","SPD",5,0
"1714",1714,360,"religious_education","experts",0.16666667163372,4,4,53,"female",882,-0.333333343267441,"almost no influence",4,4,4.5,4.5,3,"2011-03-18 19:13:33","2011-03-18 19:28:15",1,"Left Party","SPD",4,1
"1715",1715,853,"religious_education","experts",-3,4,5,45,"female",683,0,"almost no influence",1.66666662693024,5,3,5,5,"2011-03-23 10:04:20","2011-03-23 10:15:44",1,"NPD","Greens",3,0
"1716",1716,105,"nuclear_energy","SPD",1,4,5,30,"male",686,0.666666686534882,"some influence",3.33333325386047,1,2,3.5,4,"2011-03-17 20:25:42","2011-03-17 20:37:08",0,"Greens","Greens",4,1
"1717",1717,827,"religious_education","SPD",0,3,1,19,"female",699,1,"some influence",3.33333325386047,2,3.5,3,2,"2011-03-23 05:42:37","2011-03-23 05:54:16",1,"SPD","no favoured party",0,0
"1718",1718,888,"central_exam","party general",0.333333343267441,3,3,54,"male",1973,0.666666686534882,"almost no influence",3.33333325386047,3.5,2,3.5,3.5,"2011-03-23 15:13:46","2011-03-23 15:46:39",1,"Greens","Greens",4,1
"1719",1719,825,"religious_education","party general",-1,4,3,46,"female",503,0.666666686534882,"no response",3.66666674613953,2,4.5,3,4,"2011-03-23 04:59:13","2011-03-23 05:07:41",NA,"I would not vote","other",1,0
"1720",1720,347,"religious_education","CDU",1,4,5,43,"female",707,1.33333337306976,"some influence",3.66666674613953,4,1,4.5,5,"2011-03-18 18:07:05","2011-03-18 18:18:52",0,"CDU","CDU",3,1
"1721",1721,592,"religious_education","CDU",0.666666686534882,4,5,60,"female",638,0.333333343267441,"almost no influence",4,4,5,5,5,"2011-03-21 17:05:03","2011-03-21 17:15:41",1,"Greens","Greens",3,0
"1722",1722,638,"nuclear_energy","SPD",1,4,4,52,"male",928,-0.666666686534882,"strong influence",2.33333325386047,4,2,3,3,"2011-03-21 19:09:36","2011-03-21 19:25:04",0,"SPD","SPD",5,1
